descripcion,año,grupo_etario,sexo,cantidad
Enfermedades del aparato respiratorio,2017,,F,218.0
Accidentes y causas externas,2015,,M,217.0
Enfermedades del aparato circulatorio,2015,,F,170.0
Trastornos mentales,2006,,M,5.0
Accidentes y causas externas,2008,,F,12.0
Accidentes y causas externas,2005,,,17.0
Enfermedades del aparato respiratorio,2013,,F,39.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2021,,,11.0
Enfermedades infecciosas y parasitarias ,2014,,M,17.0
Enfermedades del aparato circulatorio,2009,,,40.0
Tumores ,2009,,M,87.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2005,,F,46.0
Accidentes y causas externas,2019,,,5.0
Enfermedades del aparato respiratorio,2005,,F,26.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2008,,F,11.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2008,,,5.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2013,,F,19.0
Enfermedades del aparato digestivo,2021,,F,13.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2006,,F,4.0
Enfermedades del sistema genitourinario ,2006,,M,5.0
Accidentes y causas externas,2010,,M,109.0
Accidentes y causas externas,2017,,,18.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2022,,F,18.0
Accidentes y causas externas,2013,,,31.0
Enfermedades infecciosas y parasitarias ,2010,,M,27.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2017,,F,41.0
Enfermedades infecciosas y parasitarias ,2015,,,4.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2007,,F,3.0
COVID-19,2021,,,26.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2017,,M,4.0
Tumores ,2020,,,21.0
Enfermedades del aparato digestivo,2020,,M,64.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2019,,F,2.0
Enfermedades del aparato digestivo,2019,,,3.0
Enfermedades del aparato respiratorio,2011,,,10.0
Tumores ,2012,,,17.0
Enfermedades infecciosas y parasitarias ,2009,,F,20.0
Enfermedades infecciosas y parasitarias ,2016,,F,18.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2019,,M,12.0
Enfermedades del sistema genitourinario ,2008,,M,11.0
Enfermedades del aparato respiratorio,2007,,,7.0
Enfermedades infecciosas y parasitarias ,2010,,,5.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2019,,F,40.0
Accidentes y causas externas,2006,,F,8.0
Accidentes y causas externas,2007,,,1.0
Trastornos mentales,2010,,,2.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2011,,F,4.0
Enfermedades del aparato circulatorio,2014,,F,34.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2019,,M,1.0
Enfermedades del sistema genitourinario ,2020,,,9.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2011,,,1.0
Enfermedades del aparato digestivo,2005,,,3.0
Enfermedades del aparato respiratorio,2007,,,1.0
Enfermedades de la piel y del tejido subcutáneo ,2009,,M,2.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2013,,M,1.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2022,,M,6.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2017,,M,12.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2016,,M,31.0
Enfermedades de la piel y del tejido subcutáneo ,2016,,M,10.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2009,,,1.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2007,,,2.0
Enfermedades del aparato circulatorio,2016,,,4.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2005,,M,5.0
Enfermedades infecciosas y parasitarias ,2014,,,7.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2005,,F,2.0
Trastornos mentales,2015,,F,2.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2015,,M,1.0
Trastornos mentales,2010,,F,3.0
Trastornos mentales,2018,,F,4.0
Enfermedades del sistema genitourinario ,2012,,,5.0
Enfermedades del aparato digestivo,2017,,,8.0
Enfermedades del aparato digestivo,2013,,,2.0
Trastornos mentales,2018,,,1.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2021,75+,,1.0
Enfermedades del aparato digestivo,2007,75+,,1.0
Enfermedades del aparato digestivo,2011,75+,,1.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2006,75+,,1.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2008,75+,,1.0
Enfermedades del sistema genitourinario ,2005,75+,,1.0
Enfermedades infecciosas y parasitarias ,2018,,,2.0
Trastornos mentales,2015,,,1.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2013,,F,3.0
Enfermedades del aparato circulatorio,2007,,,1.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2017,,F,1.0
COVID-19,2020,55-74,F,7290.0
Tumores ,2006,55-74,F,11124.0
Enfermedades del aparato circulatorio,2021,55-74,M,20616.0
Enfermedades del aparato respiratorio,2007,55-74,M,7759.0
Tumores ,2021,55-74,M,15642.0
Enfermedades del aparato digestivo,2005,55-74,F,1428.0
Enfermedades del aparato circulatorio,2007,55-74,F,9912.0
Enfermedades del aparato digestivo,2022,55-74,F,2328.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2005,55-74,M,524.0
Tumores ,2008,55-74,F,11475.0
Enfermedades de la piel y del tejido subcutáneo ,2016,55-74,M,350.0
Accidentes y causas externas,2021,55-74,M,2340.0
Enfermedades del sistema genitourinario ,2019,55-74,M,2290.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2013,55-74,M,4790.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2021,55-74,F,2113.0
Enfermedades del aparato circulatorio,2011,55-74,F,9974.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2008,55-74,F,486.0
Enfermedades del sistema genitourinario ,2017,55-74,M,2090.0
Enfermedades del aparato digestivo,2017,55-74,F,2038.0
Enfermedades del aparato digestivo,2019,55-74,F,2151.0
Enfermedades del aparato digestivo,2013,55-74,F,1808.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2008,55-74,M,2436.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2006,55-74,M,2562.0
Enfermedades del sistema genitourinario ,2019,55-74,F,1632.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2016,55-74,F,2372.0
Enfermedades del sistema genitourinario ,2022,55-74,M,2556.0
Enfermedades del sistema genitourinario ,2013,55-74,F,1367.0
Enfermedades infecciosas y parasitarias ,2019,55-74,M,2630.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2022,55-74,M,695.0
Enfermedades infecciosas y parasitarias ,2013,55-74,M,2563.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2005,55-74,M,4351.0
Enfermedades de la piel y del tejido subcutáneo ,2020,55-74,F,331.0
Enfermedades del aparato respiratorio,2011,55-74,M,7738.0
Enfermedades del sistema genitourinario ,2017,55-74,F,1513.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2019,55-74,M,4414.0
Enfermedades del sistema genitourinario ,2013,55-74,M,1807.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2017,55-74,M,3693.0
Enfermedades del aparato digestivo,2020,55-74,,49.0
Enfermedades del sistema genitourinario ,2022,55-74,F,1884.0
Tumores ,2009,55-74,,9.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2009,55-74,F,2730.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2012,55-74,M,163.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2022,55-74,M,5042.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2012,55-74,F,239.0
Enfermedades infecciosas y parasitarias ,2017,55-74,M,2442.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2013,55-74,M,656.0
Enfermedades infecciosas y parasitarias ,2005,55-74,M,2486.0
Enfermedades del sistema genitourinario ,2005,55-74,M,1522.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2006,55-74,,6.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2020,55-74,F,174.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2019,55-74,M,696.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2017,55-74,M,645.0
Enfermedades del sistema genitourinario ,2005,55-74,F,1042.0
Enfermedades de la piel y del tejido subcutáneo ,2009,55-74,M,136.0
Trastornos mentales,2016,55-74,M,391.0
Enfermedades infecciosas y parasitarias ,2022,55-74,M,3418.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2008,55-74,M,110.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2020,55-74,M,200.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2006,55-74,F,482.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2009,55-74,M,31.0
Enfermedades infecciosas y parasitarias ,2005,75+,M,2623.0
Enfermedades del aparato digestivo,2006,75+,M,2233.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2017,75+,M,2658.0
Enfermedades infecciosas y parasitarias ,2022,75+,M,3832.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2019,75+,,15.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2013,75+,M,2381.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2022,75+,M,2873.0
Enfermedades infecciosas y parasitarias ,2017,75+,M,2921.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2018,75+,F,3618.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2014,75+,F,3494.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2011,75+,F,1294.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2015,75+,F,3867.0
Enfermedades infecciosas y parasitarias ,2013,75+,M,2594.0
Enfermedades infecciosas y parasitarias ,2007,75+,F,4311.0
Enfermedades del aparato digestivo,2020,75+,F,3527.0
Tumores ,2018,75+,F,11514.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2010,75+,F,3599.0
Enfermedades infecciosas y parasitarias ,2019,75+,M,2968.0
Tumores ,2015,75+,M,12432.0
Enfermedades infecciosas y parasitarias ,2011,75+,F,3969.0
Enfermedades del aparato respiratorio,2007,75+,M,13615.0
Tumores ,2018,75+,M,12001.0
Accidentes y causas externas,2018,75+,M,1427.0
Accidentes y causas externas,2008,75+,F,1437.0
Tumores ,2015,75+,F,12524.0
Tumores ,2014,75+,M,11973.0
Accidentes y causas externas,2010,75+,M,1284.0
Enfermedades del aparato digestivo,2008,75+,M,2369.0
Tumores ,2014,75+,F,12085.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2019,75+,M,2734.0
Tumores ,2010,75+,F,11663.0
Enfermedades del aparato respiratorio,2021,75+,F,21676.0
Accidentes y causas externas,2006,75+,F,1405.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2020,75+,M,1024.0
Accidentes y causas externas,2015,75+,M,1586.0
Enfermedades del aparato respiratorio,2011,75+,M,14038.0
Enfermedades del aparato digestivo,2012,75+,F,3013.0
Accidentes y causas externas,2014,75+,M,1446.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2005,75+,M,2406.0
Tumores ,2010,75+,M,11664.0
Enfermedades infecciosas y parasitarias ,2020,75+,,57.0
Trastornos mentales,2010,75+,M,559.0
Trastornos mentales,2008,75+,F,1137.0
Trastornos mentales,2015,75+,M,598.0
Trastornos mentales,2006,75+,F,1013.0
Trastornos mentales,2018,75+,M,704.0
Trastornos mentales,2014,75+,M,620.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2006,55-74,M,90.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2007,55-74,F,138.0
Enfermedades del aparato respiratorio,2010,55-74,,8.0
Enfermedades del aparato respiratorio,2018,55-74,,30.0
Enfermedades de la piel y del tejido subcutáneo ,2012,55-74,F,161.0
Enfermedades infecciosas y parasitarias ,2011,55-74,F,1773.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2016,75+,F,497.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2009,75+,F,301.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2020,75+,M,286.0
Enfermedades del sistema genitourinario ,2009,75+,F,3120.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2012,75+,M,270.0
Tumores ,2021,75+,,95.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2012,75+,M,856.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2007,75+,F,1490.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2019,75+,,3.0
Enfermedades del sistema genitourinario ,2016,75+,F,5033.0
Enfermedades infecciosas y parasitarias ,2012,75+,,6.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2005,75+,F,7026.0
Accidentes y causas externas,2011,75+,,1.0
Enfermedades del aparato circulatorio,2021,75+,,409.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2019,75+,F,8028.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2022,75+,F,9934.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2013,75+,F,9388.0
Enfermedades de la piel y del tejido subcutáneo ,2011,75+,M,286.0
Enfermedades de la piel y del tejido subcutáneo ,2008,75+,F,617.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2017,75+,,4.0
Enfermedades de la piel y del tejido subcutáneo ,2007,75+,M,205.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2019,75+,,9.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2009,75+,M,19.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2016,75+,M,14.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2021,75+,M,105.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2012,75+,F,13.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2021,75+,F,274.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2017,75+,F,7207.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2020,75+,F,8.0
Enfermedades del sistema genitourinario ,2011,75+,M,2721.0
Enfermedades del sistema genitourinario ,2007,75+,M,2737.0
COVID-19,2020,75+,M,12546.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2017,75+,,27.0
Enfermedades de la piel y del tejido subcutáneo ,2006,75+,F,567.0
Enfermedades del aparato respiratorio,2008,75+,,12.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2017,75+,,22.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2013,75+,,12.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2019,75+,,55.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2013,75+,,4.0
Enfermedades del aparato respiratorio,2006,75+,,7.0
Enfermedades del aparato respiratorio,2009,35-54,M,1859.0
Enfermedades del aparato digestivo,2012,35-54,M,1553.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2016,35-54,F,207.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2018,35-54,F,365.0
Tumores ,2013,35-54,F,4374.0
Tumores ,2005,35-54,F,4324.0
Tumores ,2014,35-54,M,3290.0
Accidentes y causas externas,2020,35-54,M,2843.0
Accidentes y causas externas,2012,35-54,M,3530.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2007,35-54,M,45.0
Enfermedades del aparato respiratorio,2014,35-54,F,891.0
Enfermedades infecciosas y parasitarias ,2009,35-54,M,1318.0
Tumores ,2018,35-54,M,3311.0
Enfermedades del aparato digestivo,2020,35-54,M,1524.0
Tumores ,2010,35-54,M,3439.0
Tumores ,2015,35-54,M,3325.0
Tumores ,2022,35-54,F,4883.0
Tumores ,2019,35-54,F,4781.0
Enfermedades del aparato respiratorio,2016,35-54,M,1823.0
Enfermedades del sistema genitourinario ,2020,35-54,F,277.0
Enfermedades del aparato circulatorio,2020,35-54,M,3899.0
Tumores ,2017,35-54,F,4546.0
Enfermedades infecciosas y parasitarias ,2016,35-54,M,1184.0
Trastornos mentales,2011,35-54,M,169.0
Enfermedades infecciosas y parasitarias ,2006,35-54,F,597.0
Enfermedades infecciosas y parasitarias ,2008,35-54,F,620.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2015,35-54,F,388.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2010,35-54,F,320.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2009,35-54,M,1400.0
Enfermedades del sistema genitourinario ,2016,35-54,M,359.0
Enfermedades del aparato respiratorio,2018,35-54,F,1054.0
Enfermedades del aparato circulatorio,2021,35-54,F,1953.0
Enfermedades del aparato circulatorio,2012,35-54,M,4001.0
Enfermedades del aparato respiratorio,2015,35-54,F,901.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2008,35-54,F,631.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2014,35-54,F,331.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2016,35-54,M,1181.0
Enfermedades del sistema genitourinario ,2012,35-54,F,241.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2006,35-54,F,543.0
Trastornos mentales,2007,35-54,M,258.0
Enfermedades del aparato respiratorio,2010,35-54,F,950.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2005,35-54,M,22.0
Enfermedades de la piel y del tejido subcutáneo ,2006,35-54,F,31.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2021,35-54,M,649.0
Enfermedades del aparato digestivo,2021,35-54,F,614.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2017,35-54,M,29.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2006,35-54,M,36.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2009,35-54,F,28.0
Trastornos mentales,2013,35-54,F,22.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2008,35-54,M,51.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2007,35-54,F,62.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2009,35-54,F,191.0
Enfermedades del sistema genitourinario ,2009,35-54,M,299.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2019,35-54,M,20.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2011,35-54,F,61.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2016,35-54,F,33.0
COVID-19,2021,35-54,M,8017.0
Trastornos mentales,2019,35-54,F,22.0
Trastornos mentales,2017,35-54,F,21.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2011,35-54,M,32.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2013,35-54,M,29.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2021,35-54,F,95.0
Accidentes y causas externas,2020,35-54,,30.0
Accidentes y causas externas,2012,35-54,,5.0
Enfermedades del aparato respiratorio,2016,35-54,,3.0
Enfermedades del aparato circulatorio,2007,35-54,,2.0
Trastornos mentales,2022,35-54,F,21.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2022,35-54,M,22.0
Trastornos mentales,2005,35-54,F,18.0
Enfermedades de la piel y del tejido subcutáneo ,2008,35-54,F,24.0
Enfermedades del aparato digestivo,2018,35-54,,4.0
Enfermedades del aparato respiratorio,2009,35-54,,3.0
Tumores ,2008,35-54,,4.0
Enfermedades del aparato digestivo,2014,35-54,,1.0
Enfermedades del aparato circulatorio,2011,35-54,,5.0
Enfermedades de la piel y del tejido subcutáneo ,2018,35-54,,1.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2015,35-54,,1.0
Trastornos mentales,2009,35-54,,1.0
Enfermedades infecciosas y parasitarias ,2011,35-54,,1.0
Enfermedades del aparato digestivo,2015,35-54,,1.0
Tumores ,2006,35-54,,2.0
Enfermedades infecciosas y parasitarias ,2007,55-74,F,1707.0
Enfermedades del aparato circulatorio,2021,55-74,,264.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2011,55-74,F,154.0
Enfermedades infecciosas y parasitarias ,2006,55-74,,4.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2008,55-74,,11.0
Trastornos mentales,2009,55-74,M,456.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2008,55-74,F,23.0
Trastornos mentales,2012,55-74,F,133.0
Tumores ,2016,55-74,,13.0
Enfermedades del aparato respiratorio,2014,55-74,,9.0
Trastornos mentales,2020,55-74,F,125.0
Enfermedades del aparato respiratorio,2015,55-74,,4.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2006,55-74,F,2.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2016,55-74,M,30.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2016,55-74,,1.0
Accidentes y causas externas,2018,55-74,,7.0
Accidentes y causas externas,2014,55-74,,8.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2021,55-74,,1.0
Tumores ,2021,55-74,,1.0
Enfermedades de la piel y del tejido subcutáneo ,2021,55-74,,7.0
Accidentes y causas externas,2015,55-74,,3.0
Enfermedades del aparato digestivo,2012,55-74,,5.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2008,55-74,,1.0
Enfermedades infecciosas y parasitarias ,2008,55-74,,6.0
Accidentes y causas externas,2010,55-74,,1.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2006,55-74,,2.0
Enfermedades del aparato respiratorio,2017,55-74,,1.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2020,0-14,F,718.0
Enfermedades infecciosas y parasitarias ,2012,0-14,M,248.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2012,0-14,F,1128.0
Afecciones originadas en el periodo perinatal ,2021,0-14,M,1332.0
Afecciones originadas en el periodo perinatal ,2019,0-14,F,1196.0
Afecciones originadas en el periodo perinatal ,2022,0-14,F,962.0
Enfermedades del aparato respiratorio,2016,0-14,M,470.0
Afecciones originadas en el periodo perinatal ,2005,0-14,F,2054.0
Afecciones originadas en el periodo perinatal ,2017,0-14,F,1457.0
Enfermedades del sistema genitourinario ,2012,0-14,M,25.0
Accidentes y causas externas,2014,0-14,M,711.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2009,0-14,M,34.0
Enfermedades del aparato respiratorio,2009,0-14,M,608.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2007,0-14,F,329.0
Accidentes y causas externas,2015,0-14,M,690.0
Enfermedades del aparato circulatorio,2011,0-14,M,126.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2010,0-14,F,87.0
Enfermedades del aparato respiratorio,2009,0-14,F,555.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2015,0-14,F,47.0
Enfermedades infecciosas y parasitarias ,2021,0-14,F,87.0
Enfermedades del aparato respiratorio,2016,0-14,F,395.0
Accidentes y causas externas,2010,0-14,M,806.0
Enfermedades del aparato circulatorio,2007,0-14,F,115.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2011,0-14,F,285.0
Accidentes y causas externas,2018,0-14,M,537.0
Afecciones originadas en el periodo perinatal ,2013,0-14,F,1792.0
Enfermedades del aparato circulatorio,2011,0-14,F,94.0
Accidentes y causas externas,2016,0-14,F,350.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2021,0-14,M,157.0
Enfermedades del aparato circulatorio,2007,0-14,M,140.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2006,0-14,,9.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2007,0-14,M,444.0
Enfermedades del aparato digestivo,2008,0-14,M,43.0
Tumores ,2016,0-14,F,210.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2010,0-14,,11.0
Enfermedades infecciosas y parasitarias ,2020,0-14,M,96.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2011,0-14,M,398.0
Enfermedades de la piel y del tejido subcutáneo ,2006,0-14,F,4.0
Tumores ,2009,0-14,F,185.0
Accidentes y causas externas,2009,0-14,F,506.0
Enfermedades del sistema genitourinario ,2010,0-14,F,20.0
Enfermedades del sistema genitourinario ,2015,0-14,F,23.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2008,0-14,,7.0
COVID-19,2020,0-14,M,32.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2016,0-14,M,31.0
Enfermedades del sistema genitourinario ,2018,0-14,F,27.0
Afecciones originadas en el periodo perinatal ,2008,0-14,,3.0
Afecciones originadas en el periodo perinatal ,2016,0-14,,3.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2012,0-14,F,34.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2018,0-14,F,44.0
Accidentes y causas externas,2007,0-14,,3.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2018,0-14,,3.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2010,15-34,M,27.0
Enfermedades infecciosas y parasitarias ,2014,15-34,M,419.0
Enfermedades del aparato respiratorio,2008,15-34,F,251.0
Enfermedades del aparato respiratorio,2022,15-34,M,567.0
Enfermedades infecciosas y parasitarias ,2016,15-34,F,250.0
Accidentes y causas externas,2011,15-34,F,1242.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2005,15-34,F,109.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2010,15-34,M,252.0
Enfermedades del aparato circulatorio,2021,15-34,F,380.0
Enfermedades infecciosas y parasitarias ,2015,15-34,M,390.0
Enfermedades del aparato respiratorio,2019,15-34,M,495.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2013,15-34,F,163.0
Enfermedades del aparato digestivo,2009,15-34,M,151.0
